URL,Response Code,News Error,Detected,Category,Platform,Last crawled
https://www.erincondren.com/iphone-cases-fleur-feliz,404,,4/9/16,Not found,Desktop,6/4/16
https://www.erincondren.com/life-planner-viva-espaa-watercolor,404,,4/9/16,Not found,Desktop,6/4/16
https://www.erincondren.com/butterflies-tray,404,,4/6/16,Not found,Desktop,5/5/16
https://www.erincondren.com/life-planner-mod-morocco,404,,4/10/16,Not found,Desktop,6/4/16
https://www.erincondren.com/functional-family-magnetic-list-pad-a-la-carte-fleur-feliz,404,,4/16/16,Not found,Desktop,5/21/16
https://www.erincondren.com/braided-hues-polaroid-bundle,404,,3/21/16,Not found,Desktop,5/25/16
https://www.erincondren.com/individual-checklist,404,,4/11/16,Not found,Desktop,6/4/16
https://www.erincondren.com/wedding-planner-e-sea-sand-dollar-1,404,,5/18/16,Not found,Desktop,6/1/16
https://www.erincondren.com/quote-canvas,404,,3/29/16,Not found,Desktop,4/21/16
https://www.erincondren.com/life-planner-succulents,404,,3/28/16,Not found,Desktop,6/4/16
https://www.erincondren.com/life-planner-color-block,404,,3/29/16,Not found,Desktop,6/4/16
https://www.erincondren.com/tshirt-live-love-learn,404,,4/11/16,Not found,Desktop,6/4/16
https://www.erincondren.com/esea-sand-dollar-tray,404,,4/2/16,Not found,Desktop,5/2/16
https://www.erincondren.com/shop-by-collection-stella-dot,404,,4/8/16,Not found,Desktop,6/4/16
https://www.erincondren.com/section-dividers,404,,4/4/16,Not found,Desktop,6/1/16
https://www.erincondren.com/gray-luggage-quote,404,,3/28/16,Not found,Desktop,4/23/16
https://www.erincondren.com/taffy-tray,404,,4/7/16,Not found,Desktop,5/4/16
https://www.erincondren.com/iphone-cases-k-sigma-kappa-doves,404,,5/26/16,Not found,Desktop,6/4/16
https://www.erincondren.com/butterflies-tray-insert,404,,4/1/16,Not found,Desktop,5/6/16
